Date,User,Message
2022-11-06 18:55:11,"산산/recsys","ㅋㅋㅋㅋ 그쵸,,
저희는 최종 제출만 정리해서 part1에 쓰고 실패한 실험 같은 건 다 개인으로 넘겼어요"
2022-11-06 19:01:56,"하하/recsys","이미지 제외해서 8장이라서"
2022-11-06 19:02:13,"하하/recsys","이미지가 포함됐으면 8장 조금 넘겨도 될 것 같아요"
2022-11-06 19:10:40,"산산/recsys","이모티콘"
2022-11-08 18:20:30,"HelloWorld/Recsys","앗"
2022-11-08 18:20:44,"수학잘하고파/RecSys","ㅋㅋㅋㅋ 무섭습니다"
2022-11-08 18:20:51,"HelloWorld/Recsys","X맨 찾아냅시다!"
2022-11-08 18:21:09,"제이지/nlp","제이지/nlp님이 들어왔습니다."
2022-11-08 18:21:18,"니나💁🏻‍♀️/CV","니나💁🏻‍♀️/CV님이 들어왔습니다."
2022-11-08 18:22:33,"불금 네오","불금 네오님이 들어왔습니다."
2022-11-08 18:25:09,"추천그게뭔데../RecSys","추천그게뭔데../RecSys님이 들어왔습니다."
2022-11-08 18:25:13,"불금 네오","불금 네오님이 나갔습니다."
2022-11-08 18:26:11,"인사하는 프로도/NLP","인사하는 프로도/NLP님이 들어왔습니다."
2022-11-08 18:28:25,"추천그게뭔데../RecSys","오늘 부캠에서 살아남기 보고 옵챗잇는거 첨알았어요…"
2022-11-08 18:29:44,"산산/recsys","이모티콘"
2022-11-08 18:31:56,"네카라쿠배/CV","아이고 선배님!"
2022-11-08 18:32:50,"네카라쿠배/CV","제 질문은 스킵하시고..."
2022-11-08 18:33:22,"HelloWorld/Recsys","mafia.append('부덕부덕/CV')"
2022-11-08 18:35:33,"니나💁🏻‍♀️/CV","저두요..."
2022-11-08 18:55:37,"./NLP","./NLP님이 들어왔습니다."
2022-11-08 19:06:20,"부덕부덕/CV","삭제된 메시지입니다."
2022-11-08 19:06:34,"부덕부덕/CV","이모티콘"
2022-11-08 19:07:50,"부덕부덕/CV","자기 분야에 맞게 보통 들어가기 때문에 일반적으로는 그렇게 까지 다른 task를 경험하지 않는 것 같은데 간혹 경험하기 때문에 알면 좋을 것 같아요"
2022-11-08 19:08:14,"부덕부덕/CV","그리고 3기에서 계셨던 멘토님도 cv, nlp, recsys가 결국에는 통합될거라고 하셨기도 했었습니다..ㅎ"
2022-11-08 19:08:43,".recsys","허억 삼국통일.."
2022-11-08 19:08:58,"하하/recsys","전국통일...!"
2022-11-08 19:12:15,"부덕부덕/CV","이모티콘"
2022-11-08 19:15:08,"하하/recsys","멋져요...!"
2022-11-08 19:16:30,"부덕부덕/CV","감사합니다..!"
